5.2764 	WARNING 	unknown type:participant
12.2030 	EXP 	text_2: text = u' '
12.2030 	EXP 	text_2: autoDraw = True
12.2527 	EXP 	text_2: autoDraw = False
12.2693 	EXP 	mask: autoDraw = True
12.2700 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'block', 1), (u'trial', 1), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 15), (u'stimulus', u'J'), (u'cond', u'distractor')])
12.2858 	EXP 	mask: autoDraw = False
12.2858 	EXP 	text_2: autoDraw = False
12.2858 	EXP 	mask: autoDraw = False
12.2858 	EXP 	text_2: text = u'J'
12.2858 	EXP 	text_2: autoDraw = True
12.3366 	EXP 	text_2: autoDraw = False
12.3530 	EXP 	mask: autoDraw = True
12.3537 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'block', 1), (u'trial', 1), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 16), (u'stimulus', u'U'), (u'cond', u'distractor')])
12.3697 	EXP 	mask: autoDraw = False
12.3697 	EXP 	text_2: autoDraw = False
12.3697 	EXP 	mask: autoDraw = False
12.3697 	EXP 	text_2: text = u'U'
12.3697 	EXP 	text_2: autoDraw = True
12.4190 	EXP 	text_2: autoDraw = False
12.4363 	EXP 	mask: autoDraw = True
12.4530 	EXP 	mask: autoDraw = False
12.4530 	EXP 	text_2: autoDraw = False
12.4530 	EXP 	mask: autoDraw = False
13.4699 	EXP 	Probe_t1: autoDraw = True
14.8713 	DATA 	Keypress: 1
14.8867 	EXP 	Probe_t1: autoDraw = False
14.8867 	EXP 	Probe_t2: autoDraw = True
15.0548 	DATA 	Keypress: 2
15.0699 	EXP 	Probe_t2: autoDraw = False
15.0699 	EXP 	blank: autoDraw = True
15.2569 	EXP 	New trial (rep=1, index=0): None
15.2833 	EXP 	blank: autoDraw = False
15.2833 	EXP 	blank: autoDraw = False
15.2833 	EXP 	text: text = 2
15.2833 	EXP 	text: autoDraw = True
15.4576 	EXP 	Imported tmp_stimuli.csv as conditions, 19 conditions, 7 params
15.4579 	EXP 	Created sequence: sequential, trialTypes=19, nReps=1, seed=None
15.4584 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 1), (u'stimulus', u'D'), (u'cond', u'distractor')])
15.4697 	EXP 	text: autoDraw = False
15.4697 	EXP 	text: autoDraw = False
15.4697 	EXP 	text_2: text = u'D'
15.4697 	EXP 	text_2: autoDraw = True
15.5198 	EXP 	text_2: autoDraw = False
15.5367 	EXP 	mask: autoDraw = True
15.5374 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 2), (u'stimulus', u'A'), (u'cond', u'distractor')])
15.5994 	EXP 	mask: autoDraw = False
15.5994 	EXP 	text_2: autoDraw = False
15.5994 	EXP 	mask: autoDraw = False
15.5994 	EXP 	text_2: text = u'A'
15.5994 	EXP 	text_2: autoDraw = True
15.5994 	EXP 	text_2: autoDraw = False
15.5994 	EXP 	mask: autoDraw = True
15.6201 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 3), (u'stimulus', u'I'), (u'cond', u'distractor')])
15.6366 	EXP 	mask: autoDraw = False
15.6366 	EXP 	text_2: autoDraw = False
15.6366 	EXP 	mask: autoDraw = False
15.6366 	EXP 	text_2: text = u'I'
15.6366 	EXP 	text_2: autoDraw = True
15.6864 	EXP 	text_2: autoDraw = False
15.7033 	EXP 	mask: autoDraw = True
15.7041 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 4), (u'stimulus', u'D'), (u'cond', u'distractor')])
15.7201 	EXP 	mask: autoDraw = False
15.7201 	EXP 	text_2: autoDraw = False
15.7201 	EXP 	mask: autoDraw = False
15.7201 	EXP 	text_2: text = u'D'
15.7201 	EXP 	text_2: autoDraw = True
15.7701 	EXP 	text_2: autoDraw = False
15.7865 	EXP 	mask: autoDraw = True
15.7872 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 5), (u'stimulus', u'H'), (u'cond', u'distractor')])
15.8032 	EXP 	mask: autoDraw = False
15.8032 	EXP 	text_2: autoDraw = False
15.8032 	EXP 	mask: autoDraw = False
15.8032 	EXP 	text_2: text = u'H'
15.8032 	EXP 	text_2: autoDraw = True
15.8527 	EXP 	text_2: autoDraw = False
15.8699 	EXP 	mask: autoDraw = True
15.8706 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 6), (u'stimulus', u'O'), (u'cond', u'distractor')])
15.8865 	EXP 	mask: autoDraw = False
15.8865 	EXP 	text_2: autoDraw = False
15.8865 	EXP 	mask: autoDraw = False
15.8865 	EXP 	text_2: text = u'O'
15.8865 	EXP 	text_2: autoDraw = True
15.9368 	EXP 	text_2: autoDraw = False
15.9532 	EXP 	mask: autoDraw = True
15.9540 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 7), (u'stimulus', u'Y'), (u'cond', u'distractor')])
15.9697 	EXP 	mask: autoDraw = False
15.9697 	EXP 	text_2: autoDraw = False
15.9697 	EXP 	mask: autoDraw = False
15.9697 	EXP 	text_2: text = u'Y'
15.9697 	EXP 	text_2: autoDraw = True
16.0201 	EXP 	text_2: autoDraw = False
16.0365 	EXP 	mask: autoDraw = True
16.0372 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 8), (u'stimulus', u'E'), (u'cond', u'distractor')])
16.0528 	EXP 	mask: autoDraw = False
16.0528 	EXP 	text_2: autoDraw = False
16.0528 	EXP 	mask: autoDraw = False
16.0528 	EXP 	text_2: text = u'E'
16.0528 	EXP 	text_2: autoDraw = True
16.1030 	EXP 	text_2: autoDraw = False
16.1201 	EXP 	mask: autoDraw = True
16.1208 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 9), (u'stimulus', u'5'), (u'cond', u'target')])
16.1368 	EXP 	mask: autoDraw = False
16.1368 	EXP 	text_2: autoDraw = False
16.1368 	EXP 	mask: autoDraw = False
16.1368 	EXP 	text_2: text = u'5'
16.1368 	EXP 	text_2: autoDraw = True
16.1869 	EXP 	text_2: autoDraw = False
16.2032 	EXP 	mask: autoDraw = True
16.2039 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 10), (u'stimulus', u'R'), (u'cond', u'distractor')])
16.2201 	EXP 	mask: autoDraw = False
16.2201 	EXP 	text_2: autoDraw = False
16.2201 	EXP 	mask: autoDraw = False
16.2201 	EXP 	text_2: text = u'R'
16.2201 	EXP 	text_2: autoDraw = True
16.2695 	EXP 	text_2: autoDraw = False
16.2867 	EXP 	mask: autoDraw = True
16.2874 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 11), (u'stimulus', u'N'), (u'cond', u'distractor')])
16.3035 	EXP 	mask: autoDraw = False
16.3035 	EXP 	text_2: autoDraw = False
16.3035 	EXP 	mask: autoDraw = False
16.3035 	EXP 	text_2: text = u'N'
16.3035 	EXP 	text_2: autoDraw = True
16.3527 	EXP 	text_2: autoDraw = False
16.3699 	EXP 	mask: autoDraw = True
16.3706 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 12), (u'stimulus', u'E'), (u'cond', u'distractor')])
16.3866 	EXP 	mask: autoDraw = False
16.3866 	EXP 	text_2: autoDraw = False
16.3866 	EXP 	mask: autoDraw = False
16.3866 	EXP 	text_2: text = u'E'
16.3866 	EXP 	text_2: autoDraw = True
16.4367 	EXP 	text_2: autoDraw = False
16.4528 	EXP 	mask: autoDraw = True
16.4535 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 13), (u'stimulus', u' '), (u'cond', u'mask')])
16.4702 	EXP 	mask: autoDraw = False
16.4702 	EXP 	text_2: autoDraw = False
16.4702 	EXP 	mask: autoDraw = False
16.4702 	EXP 	text_2: text = u' '
16.4702 	EXP 	text_2: autoDraw = True
16.5199 	EXP 	text_2: autoDraw = False
16.5368 	EXP 	mask: autoDraw = True
16.5376 	EXP 	New trial (rep=0, index=13): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 14), (u'stimulus', u'R'), (u'cond', u'distractor')])
16.5532 	EXP 	mask: autoDraw = False
16.5532 	EXP 	text_2: autoDraw = False
16.5532 	EXP 	mask: autoDraw = False
16.5532 	EXP 	text_2: text = u'R'
16.5532 	EXP 	text_2: autoDraw = True
16.6032 	EXP 	text_2: autoDraw = False
16.6194 	EXP 	mask: autoDraw = True
16.6201 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 15), (u'stimulus', u'U'), (u'cond', u'distractor')])
16.6369 	EXP 	mask: autoDraw = False
16.6369 	EXP 	text_2: autoDraw = False
16.6369 	EXP 	mask: autoDraw = False
16.6369 	EXP 	text_2: text = u'U'
16.6369 	EXP 	text_2: autoDraw = True
16.6866 	EXP 	text_2: autoDraw = False
16.7030 	EXP 	mask: autoDraw = True
16.7037 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 16), (u'stimulus', u'T'), (u'cond', u'distractor')])
16.7197 	EXP 	mask: autoDraw = False
16.7197 	EXP 	text_2: autoDraw = False
16.7197 	EXP 	mask: autoDraw = False
16.7197 	EXP 	text_2: text = u'T'
16.7197 	EXP 	text_2: autoDraw = True
16.7699 	EXP 	text_2: autoDraw = False
16.7867 	EXP 	mask: autoDraw = True
16.7874 	EXP 	New trial (rep=0, index=16): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 17), (u'stimulus', u'B'), (u'cond', u'distractor')])
16.8033 	EXP 	mask: autoDraw = False
16.8033 	EXP 	text_2: autoDraw = False
16.8033 	EXP 	mask: autoDraw = False
16.8033 	EXP 	text_2: text = u'B'
16.8033 	EXP 	text_2: autoDraw = True
16.8528 	EXP 	text_2: autoDraw = False
16.8700 	EXP 	mask: autoDraw = True
16.8707 	EXP 	New trial (rep=0, index=17): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 18), (u'stimulus', u'Y'), (u'cond', u'distractor')])
16.8866 	EXP 	mask: autoDraw = False
16.8866 	EXP 	text_2: autoDraw = False
16.8866 	EXP 	mask: autoDraw = False
16.8866 	EXP 	text_2: text = u'Y'
16.8866 	EXP 	text_2: autoDraw = True
16.9366 	EXP 	text_2: autoDraw = False
16.9527 	EXP 	mask: autoDraw = True
16.9534 	EXP 	New trial (rep=0, index=18): OrderedDict([(u'block', 1), (u'trial', 2), (u'sep_dur', u'short'), (u'Tx', u't1'), (u'stim_count', 19), (u'stimulus', u'M'), (u'cond', u'distractor')])
16.9700 	EXP 	mask: autoDraw = False
16.9700 	EXP 	text_2: autoDraw = False
16.9700 	EXP 	mask: autoDraw = False
16.9700 	EXP 	text_2: text = u'M'
16.9700 	EXP 	text_2: autoDraw = True
17.0200 	EXP 	text_2: autoDraw = False
17.0366 	EXP 	mask: autoDraw = True
17.0533 	EXP 	mask: autoDraw = False
17.0533 	EXP 	text_2: autoDraw = False
17.0533 	EXP 	mask: autoDraw = False
18.0699 	EXP 	Probe_t1: autoDraw = True
18.8221 	DATA 	Keypress: 5
18.8369 	EXP 	Probe_t1: autoDraw = False
18.8369 	EXP 	Probe_t2: autoDraw = True
18.9047 	DATA 	Keypress: 3
18.9194 	EXP 	Probe_t2: autoDraw = False
18.9194 	EXP 	blank: autoDraw = True
19.1076 	EXP 	New trial (rep=2, index=0): None
19.1318 	EXP 	blank: autoDraw = False
19.1318 	EXP 	blank: autoDraw = False
19.1318 	EXP 	text: text = 3
19.1318 	EXP 	text: autoDraw = True
19.3081 	EXP 	Imported tmp_stimuli.csv as conditions, 17 conditions, 7 params
19.3085 	EXP 	Created sequence: sequential, trialTypes=17, nReps=1, seed=None
19.3089 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 1), (u'stimulus', u'C'), (u'cond', u'distractor')])
19.3202 	EXP 	text: autoDraw = False
19.3202 	EXP 	text: autoDraw = False
19.3202 	EXP 	text_2: text = u'C'
19.3202 	EXP 	text_2: autoDraw = True
19.3701 	EXP 	text_2: autoDraw = False
19.3867 	EXP 	mask: autoDraw = True
19.3874 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 2), (u'stimulus', u'7'), (u'cond', u'target')])
19.4034 	EXP 	mask: autoDraw = False
19.4034 	EXP 	text_2: autoDraw = False
19.4034 	EXP 	mask: autoDraw = False
19.4034 	EXP 	text_2: text = u'7'
19.4034 	EXP 	text_2: autoDraw = True
19.4535 	EXP 	text_2: autoDraw = False
19.4702 	EXP 	mask: autoDraw = True
19.4709 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 3), (u'stimulus', u'X'), (u'cond', u'distractor')])
19.4868 	EXP 	mask: autoDraw = False
19.4868 	EXP 	text_2: autoDraw = False
19.4868 	EXP 	mask: autoDraw = False
19.4868 	EXP 	text_2: text = u'X'
19.4868 	EXP 	text_2: autoDraw = True
19.5362 	EXP 	text_2: autoDraw = False
19.5528 	EXP 	mask: autoDraw = True
